,leap_year_condition,decade,predicted_year_digit,predicted_year
2424,0,181,5,1815
22269,0,201,1,2011
43533,0,202,1,2021
10468,0,184,5,1845
23235,0,217,9,2179
74440,0,205,1,2051
31709,0,183,5,1835
15594,1,215,2,2152
39248,0,215,9,2159
82955,0,214,9,2149
8182,0,196,1,1961
72469,0,208,1,2081
78409,0,201,1,2011
12667,1,203,8,2038
25696,1,183,8,1838
124341,0,183,5,1835
131607,0,187,5,1875
92676,0,184,5,1845
85902,1,188,8,1888
2576,0,197,1,1971
110688,1,181,8,1818
11198,0,217,9,2179
85117,0,190,5,1905
13769,0,193,1,1931
33320,0,183,5,1835
15325,0,188,5,1885
120292,0,219,9,2199
136541,1,190,8,1908
27121,0,205,1,2051
64739,0,197,1,1971
29253,0,218,9,2189
24646,0,198,1,1981
93789,1,215,2,2152
87497,0,187,5,1875
36043,0,215,9,2159
64206,0,184,5,1845
81336,0,213,9,2139
23813,0,195,1,1951
101564,0,191,5,1915
134372,0,183,5,1835
14096,0,186,5,1865
64349,0,198,1,1981
74219,0,183,5,1835
131558,0,183,5,1835
69133,0,196,1,1961
125383,0,207,1,2071
8805,1,218,2,2182
44930,0,181,5,1815
72333,0,195,1,1951
67218,0,205,1,2051
12732,0,210,1,2101
94916,1,208,2,2082
135786,0,195,1,1951
55478,1,194,8,1948
62953,0,219,9,2199
51510,0,198,1,1981
91064,0,183,5,1835
106485,1,202,8,2028
57241,0,209,1,2091
85068,1,185,8,1858
133266,0,193,1,1931
104448,1,198,8,1988
9563,1,214,2,2142
110036,0,196,1,1961
14094,0,185,5,1855
7904,0,208,1,2081
117020,0,212,9,2129
29,0,182,5,1825
5610,0,219,9,2199
130235,0,211,9,2119
45689,1,217,2,2172
9897,0,207,1,2071
37477,1,198,8,1988
103382,0,212,9,2129
39841,0,194,1,1941
43685,0,217,9,2179
121559,1,185,8,1858
6534,0,191,5,1915
62687,0,193,1,1931
16704,0,206,1,2061
5439,0,202,1,2021
76420,0,203,1,2031
29196,1,212,2,2122
66549,1,218,2,2182
103408,0,215,9,2159
10833,0,180,5,1805
73162,1,198,8,1988
127658,1,194,8,1948
51484,1,195,8,1958
97000,0,215,9,2159
112127,1,204,8,2048
80663,0,186,5,1865
61719,0,216,9,2169
126157,0,204,1,2041
35971,0,208,1,2081
141720,0,187,5,1875
18221,1,197,8,1978
98457,1,201,8,2018
115405,0,211,9,2119
63773,0,181,5,1815
30716,1,204,8,2048
141033,0,198,1,1981
79531,0,193,1,1931
36495,1,180,8,1808
36263,0,197,1,1971
103514,1,185,8,1858
4106,1,189,8,1898
61321,0,216,9,2169
3564,1,215,2,2152
6161,0,194,1,1941
42259,0,195,1,1951
96327,0,188,5,1885
43033,0,192,1,1921
24117,0,185,5,1855
72607,0,182,5,1825
3576,1,216,2,2162
70463,1,208,2,2082
116303,0,181,5,1815
63882,0,192,1,1921
17953,0,210,1,2101
129324,0,200,1,2001
9734,0,191,5,1915
13751,0,191,5,1915
62972,0,181,5,1815
45611,0,209,1,2091
36516,0,182,5,1825
5718,1,190,8,1908
98709,0,186,5,1865
116015,0,192,1,1921
10143,0,191,5,1915
53801,0,186,5,1865
91927,0,189,5,1895
124116,0,200,1,2001
83294,0,208,1,2081
115917,1,182,8,1828
128830,0,190,5,1905
75782,0,219,9,2199
32599,0,191,5,1915
22866,0,180,5,1805
43126,0,201,1,2011
101128,1,187,8,1878
29019,0,194,1,1941
29055,0,198,1,1981
11337,0,190,5,1905
59360,1,181,8,1818
98348,0,190,5,1905
128237,0,211,9,2119
103214,0,195,1,1951
7978,0,215,9,2159
75831,0,184,5,1845
44041,1,213,2,2132
19334,0,188,5,1885
96697,1,185,8,1858
13160,1,212,2,2122
87183,0,196,1,1961
3684,0,187,5,1875
28455,0,218,9,2189
141625,1,217,2,2172
72089,0,211,9,2119
31132,0,205,1,2051
1248,0,184,5,1845
9885,0,206,1,2061
134610,0,207,1,2071
114871,0,198,1,1981
551,0,195,1,1951
54418,0,208,1,2081
111112,0,183,5,1835
98218,0,217,9,2179
23040,0,198,1,1981
129998,0,187,5,1875
143871,1,201,8,2018
31260,0,218,9,2189
60289,0,193,1,1931
63974,0,201,1,2011
144739,0,208,1,2081
105534,0,187,5,1875
56331,0,199,1,1991
76494,1,210,2,2102
100397,0,194,1,1941
5625,0,181,5,1815
58250,0,190,5,1905
3201,0,219,9,2199
93726,0,209,1,2091
4347,0,213,9,2139
111105,1,182,8,1828
4363,0,215,9,2159
102481,0,202,1,2021
128281,0,216,9,2169
88239,0,181,5,1815
48716,0,199,1,1991
94562,0,212,9,2129
108226,0,215,9,2159
110784,1,190,8,1908
55071,0,193,1,1931
118975,0,207,1,2071
67391,0,182,5,1825
133604,0,187,5,1875
36847,1,215,2,2152
9057,0,203,1,2031
75541,0,195,1,1951
36464,0,217,9,2179
43397,0,188,5,1885
80210,0,181,5,1815
27747,0,187,5,1875
121733,0,203,1,2031
65243,0,208,1,2081
17551,1,210,2,2102
98991,0,214,9,2149
117558,0,186,5,1865
137703,0,186,5,1865
112594,0,211,9,2119
19556,1,210,2,2102
18066,0,182,5,1825
88369,0,194,1,1941
84149,1,214,2,2142
16606,0,196,1,1961
66901,0,213,9,2139
78296,0,190,5,1905
38596,0,190,5,1905
37393,0,190,5,1905
23522,1,206,8,2068
134237,0,210,1,2101
111396,0,211,9,2119
10033,1,180,8,1808
107625,0,195,1,1951
46193,0,187,5,1875
96364,1,192,8,1928
139403,0,195,1,1951
63833,0,187,5,1875
9258,0,183,5,1835
88837,1,201,8,2018
118459,1,196,8,1968
130467,0,194,1,1941
64430,0,207,1,2071
58381,1,203,8,2038
42763,0,205,1,2051
93772,0,213,9,2139
85860,0,184,5,1845
139119,1,207,2,2072
105306,1,204,8,2048
71475,0,189,5,1895
79674,1,207,2,2072
105386,1,212,2,2122
12491,1,186,8,1868
120189,0,209,1,2091
143882,0,202,1,2021
81197,0,199,1,1991
134880,1,194,8,1948
68789,0,201,1,2011
95977,0,193,1,1931
32064,0,218,9,2189
17098,1,205,8,2058
130743,0,181,5,1815
131854,0,212,9,2129
93779,0,214,9,2149
62368,0,201,1,2011
135439,0,200,1,2001
69635,0,206,1,2061
105771,1,210,2,2102
22315,1,206,8,2068
55702,1,216,2,2162
57226,1,208,2,2082
93623,0,199,1,1991
69859,0,188,5,1885
111214,0,193,1,1931
17939,0,209,1,2091
106593,1,212,2,2122
81275,0,207,1,2071
99009,0,216,9,2169
99451,0,180,5,1805
21274,0,182,5,1825
62080,0,212,9,2129
70883,0,210,1,2101
84829,0,201,1,2011
51115,1,198,8,1988
114080,1,199,8,1998
118924,1,202,8,2028
142862,0,180,5,1805
65942,0,197,1,1971
129591,1,186,8,1868
86743,0,192,1,1921
33901,0,201,1,2011
100913,0,206,1,2061
39020,0,192,1,1921
90683,0,185,5,1855
69310,0,213,9,2139
13804,0,197,1,1971
53514,0,198,1,1981
83247,1,204,8,2048
117485,0,219,9,2199
13296,0,186,5,1865
70210,0,183,5,1835
28958,0,188,5,1885
56680,0,193,1,1931
24699,0,203,1,2031
48679,0,195,1,1951
18645,0,199,1,1991
45487,0,197,1,1971
140327,0,208,1,2081
71305,1,212,2,2122
14175,1,194,8,1948
62959,0,180,5,1805
17111,0,206,1,2061
98753,0,190,5,1905
81469,0,186,5,1865
130431,0,190,5,1905
66678,1,191,8,1918
125679,0,196,1,1961
52101,1,217,2,2172
93000,0,216,9,2169
141920,0,207,1,2071
73488,0,190,5,1905
83423,0,181,5,1815
69800,0,182,5,1825
142085,0,183,5,1835
16482,0,184,5,1845
84010,0,200,1,2001
56469,0,212,9,2129
139330,0,188,5,1885
144456,0,220,9,2209
40098,0,219,9,2199
10538,1,191,8,1918
77487,0,189,5,1895
13666,1,183,8,1838
109865,1,219,2,2192
8022,0,180,5,1805
53683,0,215,9,2159
49321,0,219,9,2199
70775,0,199,1,1991
110599,1,212,2,2122
70719,0,194,1,1941
26791,0,212,9,2129
17454,0,201,1,2011
5469,1,205,8,2058
36911,0,181,5,1815
138881,0,183,5,1835
138872,0,182,5,1825
42958,0,185,5,1855
4402,1,219,2,2192
121688,0,198,1,1981
928,0,192,1,1921
20769,0,211,9,2119
95511,0,187,5,1875
55519,0,198,1,1981
103991,1,193,8,1938
13571,0,213,9,2139
39988,0,208,1,2081
25259,0,219,9,2199
71404,0,182,5,1825
86283,1,186,8,1868
130261,0,213,9,2139
95557,0,191,5,1915
9253,0,183,5,1835
44286,1,197,8,1978
131986,0,185,5,1855
60571,1,182,8,1828
10133,1,190,8,1908
66389,1,202,8,2028
62786,0,203,1,2031
104400,1,194,8,1948
56326,0,198,1,1981
24529,1,186,8,1868
33809,0,192,1,1921
51189,0,206,1,2061
1228,0,182,5,1825
77694,0,210,1,2101
55931,1,199,8,1998
68344,0,197,1,1971
50428,0,210,1,2101
59086,0,193,1,1931
33696,1,181,8,1818
134473,0,193,1,1931
143392,0,193,1,1931
120526,0,202,1,2021
141381,1,193,8,1938
100669,0,181,5,1815
125302,0,199,1,1991
57579,1,203,8,2038
10703,0,207,1,2071
39161,1,206,8,2068
89153,0,193,1,1931
54228,0,189,5,1895
63490,1,193,8,1938
124954,0,204,1,2041
92776,0,194,1,1941
109688,0,201,1,2011
93083,0,185,5,1855
48177,0,185,5,1855
134833,0,189,5,1895
39926,0,202,1,2021
48122,0,180,5,1805
131917,0,218,9,2189
2981,0,197,1,1971
78608,1,181,8,1818
65309,0,214,9,2149
66231,0,186,5,1865
83087,1,188,8,1888
70962,0,218,9,2189
138163,0,192,1,1921
138024,1,218,2,2182
31966,0,208,1,2081
76148,0,215,9,2159
115614,0,192,1,1921
385,0,218,9,2189
121044,0,214,9,2149
130409,1,188,8,1888
68945,0,217,9,2179
5334,0,192,1,1921
62739,0,198,1,1981
48218,0,189,5,1895
4560,0,194,1,1941
50340,0,201,1,2011
6357,0,214,9,2149
133670,0,193,1,1931
13957,0,212,9,2129
64808,0,204,1,2041
75311,1,212,2,2122
4115,0,190,5,1905
24629,1,196,8,1968
46058,1,214,2,2142
9727,0,190,5,1905
2941,0,193,1,1931
61461,1,190,8,1908
104500,1,204,8,2048
11214,0,218,9,2189
61343,0,219,9,2199
55577,0,203,1,2031
146132,0,187,5,1875
45729,0,181,5,1815
113423,0,214,9,2149
34672,0,198,1,1981
34845,0,215,9,2159
49734,0,181,5,1815
60969,0,181,5,1815
97210,1,196,8,1968
110335,1,186,8,1868
12212,0,198,1,1981
134603,1,206,8,2068
96473,0,203,1,2031
60229,0,187,5,1875
29003,0,193,1,1931
21416,0,196,1,1961
82272,0,186,5,1865
133897,1,216,2,2162
70238,0,186,5,1865
110362,0,188,5,1885
15437,0,199,1,1991
105591,1,192,8,1928
72123,1,214,2,2142
110137,0,206,1,2061
118244,0,215,9,2159
68017,1,204,8,2048
113845,0,216,9,2169
50075,0,215,9,2159
14338,0,210,1,2101
6500,1,188,8,1888
67114,0,194,1,1941
55559,0,202,1,2021
34725,0,203,1,2031
133015,1,208,2,2082
68061,1,209,2,2092
60480,0,213,9,2139
14402,0,216,9,2169
130836,0,191,5,1915
21,0,182,5,1825
8074,0,185,5,1855
81676,0,207,1,2071
53999,0,206,1,2061
96853,1,201,8,2018
13962,1,212,2,2122
36674,0,198,1,1981
9988,1,216,2,2162
114489,1,200,8,2008
1210,0,180,5,1805
21933,0,207,1,2071
92096,0,206,1,2061
20247,0,199,1,1991
136883,0,184,5,1845
25287,1,182,8,1828
39703,1,180,8,1808
116936,0,204,1,2041
34125,1,184,8,1848
112203,1,212,2,2122
61089,0,193,1,1931
36105,0,181,5,1815
32956,0,187,5,1875
39124,0,202,1,2021
24280,1,202,8,2028
52436,0,210,1,2101
118766,0,187,5,1875
28196,0,192,1,1921
33330,0,184,5,1845
53096,1,196,8,1968
123468,0,216,9,2169
125848,0,213,9,2139
91824,1,219,2,2192
75979,0,199,1,1991
15038,0,200,1,2001
116422,1,193,8,1938
130365,1,184,8,1848
80906,0,210,1,2101
88156,0,213,9,2139
132225,1,209,2,2092
55709,0,217,9,2179
119420,0,212,9,2129
55418,1,188,8,1888
127317,1,200,8,2008
41190,1,208,2,2082
71713,0,213,9,2139
125856,0,214,9,2149
40371,0,207,1,2071
145346,0,188,5,1885
108323,0,185,5,1855
102134,1,208,2,2082
56960,0,181,5,1815
38288,0,199,1,1991
127682,1,196,8,1968
104727,0,186,5,1865
96530,0,209,1,2091
26758,1,209,2,2092
31228,0,215,9,2159
85916,0,190,5,1905
5206,0,219,9,2199
77850,1,185,8,1858
35138,0,205,1,2051
103272,0,201,1,2011
53135,0,200,1,2001
9262,0,183,5,1835
86771,0,195,1,1951
35605,0,211,9,2119
9651,0,182,5,1825
129337,0,201,1,2011
70754,0,197,1,1971
105623,1,196,8,1968
2430,1,182,8,1828
22941,1,188,8,1888
95664,0,202,1,2021
31918,0,203,1,2031
104256,0,219,9,2199
93612,0,197,1,1971
49348,0,182,5,1825
63446,1,188,8,1888
36835,1,214,2,2142
9766,0,194,1,1941
5261,1,184,8,1848
103339,0,208,1,2081
106449,1,198,8,1988
132963,1,203,8,2038
116092,0,200,1,2001
48303,0,198,1,1981
23157,0,210,1,2101
29921,0,204,1,2041
53485,1,195,8,1958
24457,0,219,9,2199
99744,1,209,2,2092
36020,0,213,9,2139
96313,0,187,5,1875
137459,1,202,8,2028
65846,0,188,5,1885
144615,0,195,1,1951
86074,1,206,8,2068
65165,0,200,1,2001
80980,0,217,9,2179
35632,1,214,2,2142
3569,0,216,9,2169
117065,0,217,9,2179
72171,1,219,2,2192
136278,0,204,1,2041
129282,1,196,8,1968
132758,0,182,5,1825
143066,0,201,1,2011
91659,0,203,1,2031
43265,0,215,9,2159
129873,0,215,9,2159
70271,1,189,8,1898
25654,0,219,9,2199
9943,0,211,9,2119
123932,0,182,5,1825
94865,0,202,1,2021
2500,0,189,5,1895
67722,0,215,9,2159
55536,0,199,1,1991
40832,0,213,9,2139
13994,1,216,2,2162
92826,0,199,1,1991
76271,0,188,5,1885
533,1,193,8,1938
140113,0,186,5,1865
137683,0,184,5,1845
41092,0,199,1,1991
61974,1,202,8,2028
1307,1,190,8,1908
3617,1,180,8,1808
122097,0,199,1,1991
54601,0,186,5,1865
103463,0,180,5,1805
94742,0,190,5,1905
47868,0,194,1,1941
27018,0,195,1,1951
69910,1,193,8,1938
36910,0,181,5,1815
131663,0,193,1,1931
39455,0,195,1,1951
69301,0,212,9,2129
98118,0,207,1,2071
99796,1,214,2,2142
20113,0,186,5,1865
19793,1,194,8,1948
70218,0,184,5,1845
18347,0,210,1,2101
65739,1,217,2,2172
5015,0,200,1,2001
81653,0,205,1,2051
61014,0,186,5,1865
106496,0,203,1,2031
99245,0,199,1,1991
131585,0,185,5,1855
63553,0,199,1,1991
53699,0,216,9,2169
37285,0,219,9,2199
122917,0,201,1,2011
130639,0,211,9,2119
115176,0,188,5,1885
46122,0,180,5,1805
116617,0,212,9,2129
2560,0,195,1,1951
34472,0,218,9,2189
63101,1,194,8,1948
24628,0,196,1,1961
14482,0,184,5,1845
144811,0,215,9,2159
2872,0,186,5,1865
144463,0,180,5,1805
43825,1,191,8,1918
45799,0,188,5,1885
84944,0,213,9,2139
145081,0,202,1,2021
101072,1,182,8,1828
52150,1,182,8,1828
62516,0,216,9,2169
125419,0,210,1,2101
126569,0,205,1,2051
112181,0,210,1,2101
109886,1,181,8,1818
115562,0,187,5,1875
77799,0,180,5,1805
68396,0,202,1,2021
102309,0,185,5,1855
34095,0,181,5,1815
76317,0,192,1,1921
45912,0,199,1,1991
50263,0,193,1,1931
89045,0,182,5,1825
62708,1,195,8,1958
4306,1,209,2,2092
128321,0,180,5,1805
41399,1,189,8,1898
4854,0,184,5,1845
138698,1,205,8,2058
136080,1,184,8,1848
7834,0,201,1,2011
22349,0,209,1,2091
132266,0,213,9,2139
70710,0,193,1,1931
28263,0,199,1,1991
139301,0,185,5,1855
8453,1,183,8,1838
122207,0,210,1,2101
22487,0,183,5,1835
139085,0,204,1,2041
120031,1,193,8,1938
26537,0,187,5,1875
112968,0,208,1,2081
2063,0,185,5,1855
77610,0,201,1,2011
116797,0,190,5,1905
96403,0,196,1,1961
98793,0,194,1,1941
136141,0,190,5,1905
41058,1,195,8,1958
118575,1,208,2,2082
123654,0,194,1,1941
29610,0,213,9,2139
87078,0,186,5,1865
18374,0,212,9,2129
75569,0,198,1,1981
136137,0,190,5,1905
105081,0,181,5,1815
116761,0,187,5,1875
102338,0,188,5,1885
135962,0,212,9,2129
49240,0,211,9,2119
99153,0,190,5,1905
130847,0,192,1,1921
107007,0,214,9,2149
5909,0,209,1,2091
60521,0,217,9,2179
109560,0,188,5,1885
20596,0,194,1,1941
107957,1,188,8,1888
26470,1,180,8,1808
81619,1,201,8,2018
71310,0,213,9,2139
65219,0,205,1,2051
64474,0,211,9,2119
64104,0,214,9,2149
104193,0,213,9,2139
48784,0,206,1,2061
6313,0,209,1,2091
86817,0,200,1,2001
49848,1,192,8,1928
28426,1,215,2,2152
121826,0,212,9,2129
52470,1,214,2,2142
31245,1,216,2,2162
50261,1,193,8,1938
67164,0,199,1,1991
41629,0,212,9,2129
88390,0,197,1,1971
100440,0,199,1,1991
122280,1,217,2,2172
138261,1,202,8,2028
121686,0,198,1,1981
4649,0,203,1,2031
141103,0,205,1,2051
834,1,183,8,1838
34192,0,190,5,1905
5362,0,194,1,1941
22233,0,197,1,1971
138666,1,202,8,2028
63372,0,181,5,1815
43406,0,189,5,1895
111153,1,187,8,1878
144308,1,205,8,2058
20221,0,197,1,1971
83116,0,190,5,1905
7234,1,181,8,1818
46479,1,216,2,2162
117549,1,185,8,1858
1138,1,213,2,2132
105738,0,207,1,2071
11181,0,215,9,2159
139882,0,203,1,2031
11798,0,196,1,1961
108873,0,200,1,2001
114381,1,189,8,1898
116968,0,207,1,2071
99367,1,212,2,2122
89838,0,181,5,1815
50273,1,194,8,1948
107923,0,185,5,1855
41888,1,198,8,1988
143722,0,186,5,1865
9490,0,206,1,2061
31270,0,219,9,2199
39217,1,212,2,2122
25171,0,210,1,2101
103481,0,182,5,1825
109073,0,180,5,1805
38249,0,195,1,1951
9831,0,200,1,2001
133601,1,186,8,1868
75829,1,184,8,1848
76886,0,209,1,2091
39069,1,197,8,1978
61949,0,199,1,1991
83207,1,200,8,2008
22836,1,218,2,2182
120649,0,214,9,2149
68681,0,191,5,1915
55318,0,218,9,2189
126334,0,181,5,1815
80827,0,202,1,2021
143854,0,199,1,1991
66956,0,219,9,2199
139536,1,209,2,2092
87796,0,217,9,2179
9813,0,198,1,1981
141291,0,184,5,1845
36271,0,198,1,1981
16644,0,200,1,2001
19050,0,200,1,2001
122737,0,183,5,1835
19837,1,198,8,1988
111891,1,181,8,1818
122710,1,180,8,1808
103738,1,208,2,2082
7472,0,205,1,2051
66094,0,213,9,2139
17465,0,202,1,2021
20772,0,212,9,2129
140477,0,183,5,1835
85617,1,200,8,2008
71778,0,220,9,2209
120609,0,210,1,2101
88413,0,199,1,1991
75908,0,191,5,1915
119817,0,211,9,2119
82697,0,189,5,1895
25244,0,218,9,2189
53497,1,196,8,1968
90220,1,219,2,2192
105051,0,219,9,2199
145402,0,194,1,1941
86608,0,219,9,2199
55191,0,205,1,2051
88996,0,217,9,2179
57087,0,194,1,1941
109528,0,185,5,1855
74204,0,181,5,1815
5897,0,208,1,2081
71856,0,187,5,1875
54722,0,198,1,1981
116696,0,180,5,1805
82662,1,185,8,1858
58721,0,197,1,1971
42562,1,185,8,1858
59571,0,202,1,2021
27722,0,185,5,1855
27327,0,185,5,1855
44857,0,214,9,2149
11675,0,184,5,1845
82325,1,192,8,1928
21324,0,187,5,1875
53856,0,192,1,1921
27471,0,200,1,2001
60518,1,216,2,2162
31358,1,188,8,1888
70488,0,211,9,2119
140442,1,219,2,2192
139722,0,187,5,1875
117955,0,186,5,1865
57179,0,203,1,2031
42969,0,186,5,1865
121767,1,206,8,2068
59255,1,210,2,2102
145576,0,211,9,2119
38156,0,186,5,1865
143020,0,196,1,1961
70375,1,200,8,2008
115810,0,212,9,2129
61912,0,195,1,1951
82193,0,218,9,2189
5987,0,217,9,2179
71178,0,200,1,2001
31567,0,208,1,2081
80542,0,214,9,2149
61646,0,209,1,2091
2986,0,197,1,1971
15887,1,204,8,2048
29994,1,212,2,2122
9226,0,180,5,1805
126991,0,207,1,2071
77114,0,192,1,1921
6190,0,197,1,1971
10970,0,194,1,1941
6142,0,192,1,1921
37023,0,193,1,1931
2032,0,182,5,1825
72987,0,180,5,1805
4745,0,213,9,2139
60634,0,188,5,1885
123200,0,189,5,1895
133049,0,211,9,2119
129834,0,211,9,2119
128330,0,181,5,1815
110520,0,204,1,2041
115900,0,181,5,1815
146019,0,215,9,2159
7069,1,205,8,2058
140896,1,184,8,1848
45026,0,191,5,1915
49879,0,195,1,1951
13070,0,203,1,2031
128767,0,184,5,1845
46774,0,205,1,2051
6573,0,195,1,1951
62926,0,217,9,2179
5785,0,197,1,1971
97816,0,217,9,2179
8299,0,207,1,2071
130999,0,207,1,2071
91271,1,204,8,2048
71159,0,198,1,1981
83626,0,201,1,2011
30940,0,186,5,1865
137455,1,201,8,2018
39428,0,193,1,1931
8047,0,182,5,1825
116143,0,205,1,2051
50725,0,199,1,1991
119804,0,210,1,2101
67255,1,208,2,2082
63606,1,204,8,2048
121364,0,206,1,2061
28685,0,201,1,2011
12728,0,209,1,2091
14527,0,189,5,1895
122269,0,216,9,2169
85414,0,180,5,1805
117843,0,215,9,2159
29068,1,199,8,1998
135343,0,190,5,1905
51887,0,195,1,1951
30172,0,189,5,1895
38492,0,219,9,2199
53894,1,196,8,1968
41579,1,207,2,2072
60644,0,189,5,1895
78926,0,213,9,2139
144350,0,209,1,2091
29371,0,189,5,1895
40627,0,192,1,1921
143251,0,219,9,2199
53051,0,191,5,1915
41654,0,215,9,2159
90869,0,204,1,2041
77726,0,213,9,2139
33904,1,202,8,2028
104612,1,215,2,2152
48882,0,216,9,2169
119404,0,210,1,2101
124722,0,181,5,1815
107284,0,201,1,2011
49687,1,216,2,2162
65519,1,195,8,1958
73834,0,185,5,1855
32866,0,218,9,2189
93880,0,184,5,1845
135704,0,186,5,1865
53272,1,214,2,2142
102636,0,218,9,2189
87109,1,189,8,1898
51095,1,196,8,1968
111847,0,216,9,2169
125649,1,193,8,1938
95014,0,217,9,2179
75596,1,200,8,2008
88697,1,187,8,1878
135640,0,180,5,1805
85319,0,210,1,2101
38690,0,199,1,1991
38543,0,184,5,1845
43283,1,217,2,2172
12257,0,202,1,2021
4518,0,190,5,1905
96624,1,218,2,2182
130447,0,192,1,1921
85407,0,219,9,2199
106069,0,200,1,2001
75072,0,188,5,1885
91374,0,214,9,2149
27156,0,208,1,2081
79849,0,185,5,1855
55104,0,196,1,1961
131378,0,205,1,2051
63177,1,202,8,2028
116075,0,198,1,1981
2480,0,187,5,1875
89873,0,184,5,1845
5235,0,182,5,1825
70767,0,199,1,1991
26099,0,183,5,1835
69462,0,188,5,1885
75277,0,209,1,2091
130468,0,194,1,1941
3308,0,190,5,1905
111556,0,187,5,1875
121596,0,189,5,1895
36774,0,208,1,2081
130453,1,192,8,1928
79177,1,198,8,1988
111200,0,192,1,1921
145917,0,205,1,2051
92,1,189,8,1898
121285,0,198,1,1981
47356,0,183,5,1835
34022,0,213,9,2139
109646,0,197,1,1971
62869,0,211,9,2119
137089,0,205,1,2051
90150,0,212,9,2129
98529,1,208,2,2082
105434,1,217,2,2172
125228,1,191,8,1918
31972,0,209,1,2091
80516,1,211,2,2112
5746,1,193,8,1938
29920,0,204,1,2041
71990,0,201,1,2011
121768,0,206,1,2061
40025,0,212,9,2129
131666,0,193,1,1931
146012,1,215,2,2152
33444,0,196,1,1961
141267,0,181,5,1815
118320,0,182,5,1825
7584,0,216,9,2169
18464,0,181,5,1815
2921,0,191,5,1915
64199,0,183,5,1835
108245,1,217,2,2172
69973,0,199,1,1991
41525,0,202,1,2021
14224,0,198,1,1981
61899,0,194,1,1941
138870,0,182,5,1825
135462,1,202,8,2028
115363,1,207,2,2072
131708,1,198,8,1988
139214,0,217,9,2179
7865,0,204,1,2041
118739,0,184,5,1845
143027,0,197,1,1971
78133,0,213,9,2139
79693,0,209,1,2091
46182,0,186,5,1865
55676,0,213,9,2139
12375,0,214,9,2149
112647,0,216,9,2169
51322,0,219,9,2199
133471,0,213,9,2139
66036,1,207,2,2072
116672,0,218,9,2189
68978,0,180,5,1805
76938,0,214,9,2149
12062,1,183,8,1838
118277,0,218,9,2189
143909,0,205,1,2051
103336,0,207,1,2071
22061,0,180,5,1805
140249,0,200,1,2001
52742,0,201,1,2011
30439,1,216,2,2162
123356,0,204,1,2041
740,0,213,9,2139
74387,0,200,1,2001
104413,0,195,1,1951
8902,1,188,8,1888
11110,0,208,1,2081
85451,0,183,5,1835
56650,0,190,5,1905
59337,0,219,9,2199
96859,0,201,1,2011
26763,0,209,1,2091
99975,0,192,1,1921
70420,0,204,1,2041
104971,0,211,9,2119
10405,1,218,2,2182
18870,0,182,5,1825
111960,0,188,5,1885
132282,0,215,9,2159
100618,1,216,2,2162
102981,0,212,9,2129
12653,0,202,1,2021
45785,0,187,5,1875
137417,0,197,1,1971
1448,0,204,1,2041
104289,0,182,5,1825
14933,1,189,8,1898
18855,1,180,8,1808
138441,0,220,9,2209
141874,1,202,8,2028
136007,1,217,2,2172
68706,0,193,1,1931
49529,0,200,1,2001
24019,1,216,2,2162
50424,0,209,1,2091
64265,0,190,5,1905
51477,0,194,1,1941
118137,0,204,1,2041
85064,1,185,8,1858
124266,0,215,9,2159
13162,0,213,9,2139
47131,0,201,1,2011
68778,0,200,1,2001
124585,0,207,1,2071
130793,0,186,5,1865
71753,0,217,9,2179
83719,0,211,9,2119
53122,0,199,1,1991
47901,0,198,1,1981
140611,1,196,8,1968
11123,1,209,2,2092
15293,0,185,5,1855
107961,1,189,8,1898
100454,1,200,8,2008
68626,0,185,5,1855
139688,0,184,5,1845
39463,0,196,1,1961
78020,0,202,1,2021
59922,0,197,1,1971
125015,1,210,2,2102
79715,0,211,9,2119
109175,0,190,5,1905
76539,0,214,9,2149
5891,0,207,1,2071
93467,0,183,5,1835
20246,1,199,8,1998
98398,0,195,1,1951
133662,0,192,1,1921
36738,0,204,1,2041
103502,1,184,8,1848
32122,0,184,5,1845
111255,0,197,1,1971
28759,1,208,2,2082
87158,0,194,1,1941
101350,0,209,1,2091
68368,0,199,1,1991
143141,1,208,2,2082
89595,1,197,8,1978
125827,0,211,9,2119
95328,0,209,1,2091
115094,0,180,5,1805
94750,0,191,5,1915
13952,0,211,9,2119
48610,0,188,5,1885
111842,1,216,2,2162
136850,1,181,8,1818
24008,0,214,9,2149
24826,0,216,9,2169
115134,0,184,5,1845
6127,1,191,8,1918
38660,1,196,8,1968
101807,0,215,9,2159
134090,1,195,8,1958
20310,1,206,8,2068
1276,0,187,5,1875
99373,0,212,9,2129
43608,0,210,1,2101
84917,0,210,1,2101
55036,0,189,5,1895
90524,0,209,1,2091
137561,0,212,9,2129
44398,1,208,2,2082
62014,1,206,8,2068
49788,1,186,8,1868
71175,0,199,1,1991
92073,1,204,8,2048
85688,0,207,1,2071
129653,0,193,1,1931
146115,0,185,5,1855
109183,0,191,5,1915
4077,0,186,5,1865
56142,0,180,5,1805
138535,0,189,5,1895
34083,0,219,9,2199
29869,0,199,1,1991
133832,0,209,1,2091
102723,0,186,5,1865
61756,0,180,5,1805
40394,0,209,1,2091
78460,0,206,1,2061
65614,0,205,1,2051
47089,1,197,8,1978
95707,0,206,1,2061
108908,0,203,1,2031
80549,0,214,9,2149
125722,0,200,1,2001
107954,0,188,5,1885
73369,0,218,9,2189
140607,1,196,8,1968
46273,0,195,1,1951
144982,1,192,8,1928
19765,1,191,8,1918
