,leap_year_condition,decade,decade4,predicted_year_digit,predicted_year
97229,0,198,0,6,1986
30526,0,185,1,9,1859
42377,1,207,1,2,2072
80552,1,215,1,2,2152
39183,0,208,0,6,2086
6846,0,182,0,6,1826
56072,0,213,1,7,2137
84081,1,207,1,2,2072
6049,0,183,1,9,1839
76478,1,208,0,8,2088
22972,0,191,1,9,1919
133385,0,205,1,7,2057
35375,0,188,0,6,1886
82097,0,209,1,7,2097
63789,0,183,1,9,1839
95685,0,204,0,6,2046
34872,0,218,0,6,2186
144462,0,180,0,6,1806
48985,0,186,0,6,1866
95686,1,204,0,8,2048
33666,0,218,0,6,2186
65599,1,203,1,2,2032
56103,1,216,0,8,2168
51897,1,196,0,8,1968
53539,0,200,0,6,2006
67209,0,204,0,6,2046
38251,1,195,1,2,1952
30907,0,183,1,9,1839
14918,0,188,0,6,1886
113381,0,209,1,7,2097
63525,0,196,0,6,1966
88805,1,198,0,8,1988
34388,0,210,0,6,2106
94268,0,183,1,9,1839
77024,1,183,1,2,1832
86463,1,204,0,8,2048
103383,0,212,0,6,2126
28887,0,181,1,9,1819
32535,0,185,1,9,1859
65708,0,214,0,6,2146
26644,0,197,1,7,1977
70925,0,214,0,6,2146
56665,1,192,0,8,1928
123152,0,184,0,6,1846
53838,1,190,0,8,1908
41492,0,198,0,6,1986
51589,0,206,0,6,2066
82863,0,205,1,7,2057
31722,0,184,0,6,1846
87416,0,219,1,7,2197
128177,0,205,1,7,2057
6024,0,180,0,6,1806
82156,1,215,1,2,2152
60862,0,211,1,7,2117
49195,0,207,1,7,2077
132049,1,192,0,8,1928
42918,0,181,1,9,1819
122030,0,192,0,6,1926
19736,0,188,0,6,1886
5184,1,217,1,2,2172
100984,0,213,1,7,2137
142620,1,196,0,8,1968
142461,0,180,0,6,1806
86242,0,182,0,6,1826
113502,0,181,1,9,1819
88835,0,201,1,7,2017
27269,0,180,0,6,1806
66655,0,188,0,6,1886
40137,0,183,1,9,1839
118728,1,183,1,2,1832
16946,1,190,0,8,1908
22590,0,193,1,7,1937
43151,1,204,0,8,2048
144139,0,188,0,6,1886
100429,0,197,1,7,1977
65018,1,185,1,2,1852
103107,0,185,1,9,1859
116614,1,212,0,8,2128
10968,0,194,0,6,1946
68996,1,182,0,8,1828
83516,1,190,0,8,1908
139840,0,199,1,7,1997
93444,0,181,1,9,1819
104260,0,180,0,6,1806
11748,0,191,1,9,1919
3337,0,192,0,6,1926
22412,0,215,1,7,2157
16306,0,206,0,6,2066
78105,0,211,1,7,2117
118765,0,186,0,6,1866
56753,1,201,1,2,2012
110476,0,200,0,6,2006
89647,1,202,0,8,2028
92443,0,201,1,7,2017
60815,1,206,0,8,2068
143901,0,204,0,6,2046
89401,0,217,1,7,2177
89377,0,215,1,7,2157
25115,0,205,1,7,2057
59556,1,200,0,8,2008
74866,1,208,0,8,2088
131959,0,183,1,9,1839
3137,0,213,1,7,2137
133030,0,209,1,7,2097
58077,0,213,1,7,2137
93423,0,219,1,7,2197
74269,1,188,0,8,1888
18575,0,192,0,6,1926
143240,0,218,0,6,2186
7373,0,195,1,7,1957
61026,0,187,1,9,1879
94215,0,218,0,6,2186
5732,0,191,1,9,1919
135684,0,184,0,6,1846
50527,0,180,0,6,1806
25299,1,183,1,2,1832
140626,0,197,1,7,1977
139190,0,214,0,6,2146
143686,0,183,1,9,1839
13037,0,200,0,6,2006
80698,0,189,1,9,1899
79284,0,208,0,6,2086
77637,1,204,0,8,2048
30066,1,219,1,2,2192
117896,0,180,0,6,1806
29407,0,193,1,7,1937
8687,0,206,0,6,2066
80830,0,202,0,6,2026
94243,1,180,0,8,1808
74829,0,204,0,6,2046
19856,0,200,0,6,2006
57206,1,206,0,8,2068
49975,0,205,1,7,2057
89277,0,205,1,7,2057
123237,0,193,1,7,1937
50796,0,207,1,7,2077
47041,1,192,0,8,1928
43558,0,205,1,7,2057
74227,0,184,0,6,1846
127310,0,199,1,7,1997
125829,1,211,1,2,2112
128092,0,197,1,7,1977
70359,1,198,0,8,1988
110285,0,181,1,9,1819
35869,1,198,0,8,1988
110530,0,205,1,7,2057
94416,0,198,0,6,1986
143841,0,198,0,6,1986
42365,1,206,0,8,2068
59597,0,204,0,6,2046
143587,0,213,1,7,2137
78143,0,214,0,6,2146
138649,0,200,0,6,2006
32992,0,191,1,9,1919
90550,0,212,0,6,2126
141713,0,186,0,6,1866
38355,1,206,0,8,2068
107219,1,195,1,2,1952
35335,0,184,0,6,1846
142832,1,218,0,8,2188
64176,1,181,1,2,1812
65157,0,199,1,7,1997
109291,0,201,1,7,2017
37289,0,219,1,7,2197
68013,1,204,0,8,2048
34464,0,217,1,7,2177
22133,0,187,1,9,1879
68848,0,207,1,7,2077
99446,0,219,1,7,2197
4638,0,202,0,6,2026
9802,0,197,1,7,1977
2331,0,212,0,6,2126
21564,0,211,1,7,2117
109228,1,195,1,2,1952
72414,0,203,1,7,2037
104628,1,216,0,8,2168
7143,0,212,0,6,2126
13624,0,219,1,7,2197
63963,1,200,0,8,2008
65149,0,198,0,6,1986
145620,0,216,0,6,2166
50265,1,194,0,8,1948
16729,1,208,0,8,2088
109674,0,200,0,6,2006
8615,0,199,1,7,1997
7499,0,208,0,6,2086
51001,0,187,1,9,1879
116090,0,200,0,6,2006
44359,0,204,0,6,2046
12283,0,205,1,7,2057
46138,0,182,0,6,1826
62932,1,217,1,2,2172
135906,0,207,1,7,2077
118854,0,195,1,7,1957
84183,0,217,1,7,2177
35350,0,186,0,6,1866
80838,0,203,1,7,2037
128850,0,192,0,6,1926
92621,0,219,1,7,2197
77713,1,212,0,8,2128
38376,0,208,0,6,2086
34615,0,192,0,6,1926
89171,0,194,0,6,1946
45581,1,206,0,8,2068
52099,0,217,1,7,2177
51753,1,182,0,8,1828
62803,0,204,0,6,2046
56397,0,205,1,7,2057
35068,0,198,0,6,1986
132783,1,185,1,2,1852
49367,1,184,0,8,1848
121892,0,218,0,6,2186
13080,1,204,0,8,2048
15930,0,209,1,7,2097
138954,0,191,1,9,1919
22179,1,192,0,8,1928
103835,0,217,1,7,2177
126553,0,203,1,7,2037
71137,1,196,0,8,1968
67550,0,198,0,6,1986
136405,0,216,0,6,2166
29884,0,201,1,7,2017
20690,0,203,1,7,2037
6173,0,195,1,7,1957
433,1,183,1,2,1832
134120,0,198,0,6,1986
49447,1,192,0,8,1928
128337,0,181,1,9,1819
28568,0,189,1,9,1899
146213,1,195,1,2,1952
115648,1,196,0,8,1968
69403,0,183,1,9,1839
107004,0,213,1,7,2137
63165,1,200,0,8,2008
21609,1,215,1,2,2152
136731,0,209,1,7,2097
79501,0,190,0,6,1906
34530,1,184,0,8,1848
104068,0,200,0,6,2006
70862,0,208,0,6,2086
94751,0,191,1,9,1919
28810,0,213,1,7,2137
89501,0,187,1,9,1879
139539,0,209,1,7,2097
117932,0,183,1,9,1839
54551,0,181,1,9,1819
66526,0,216,0,6,2166
56580,0,183,1,9,1839
120558,0,205,1,7,2057
24196,1,193,1,2,1932
20088,0,183,1,9,1839
59156,0,200,0,6,2006
57713,0,217,1,7,2177
37907,0,201,1,7,2017
76405,0,201,1,7,2017
71610,1,203,1,2,2032
7772,0,195,1,7,1957
10473,0,184,0,6,1846
115640,1,195,1,2,1952
47110,0,199,1,7,1997
94812,1,197,1,2,1972
63263,0,210,0,6,2106
105610,0,194,0,6,1946
134529,0,199,1,7,1997
67944,0,197,1,7,1977
8125,0,190,0,6,1906
49760,1,183,1,2,1832
131668,1,194,0,8,1948
48552,0,183,1,9,1839
70148,0,217,1,7,2177
119838,1,214,0,8,2148
37620,0,212,0,6,2126
81571,1,196,0,8,1968
144310,0,205,1,7,2057
24024,0,216,0,6,2166
22203,1,194,0,8,1948
101043,1,219,1,2,2192
69407,0,183,1,9,1839
131492,0,216,0,6,2166
95373,1,213,1,2,2132
66166,0,180,0,6,1806
24060,0,180,0,6,1806
30350,0,207,1,7,2077
17740,1,189,1,2,1892
109087,0,181,1,9,1819
79997,0,199,1,7,1997
21145,0,209,1,7,2097
90176,1,215,1,2,2152
123799,0,209,1,7,2097
70639,0,186,0,6,1866
99633,0,198,0,6,1986
62426,0,207,1,7,2077
16527,0,188,0,6,1886
133880,0,214,0,6,2146
131995,0,186,0,6,1866
134946,0,201,1,7,2017
64241,0,188,0,6,1886
43472,1,196,0,8,1968
110755,0,187,1,9,1879
125059,1,214,0,8,2148
116747,1,185,1,2,1852
93753,1,212,0,8,2128
89164,0,194,0,6,1946
137712,1,187,1,2,1872
110489,0,201,1,7,2017
82502,0,209,1,7,2097
60628,0,187,1,9,1879
57783,0,183,1,9,1839
66800,0,203,1,7,2037
97182,1,194,0,8,1948
131489,0,216,0,6,2166
77221,0,202,0,6,2026
136881,0,184,0,6,1846
30517,0,184,0,6,1846
74712,0,192,0,6,1926
22316,0,206,0,6,2066
73462,0,187,1,9,1879
46692,1,197,1,2,1972
124418,1,190,0,8,1908
87459,0,184,0,6,1846
133624,0,189,1,9,1899
45210,0,209,1,7,2097
18789,0,214,0,6,2146
23400,0,194,0,6,1946
75104,0,191,1,9,1919
121076,0,217,1,7,2177
142527,0,187,1,9,1879
46112,0,219,1,7,2197
112731,0,185,1,9,1859
101221,0,196,0,6,1966
20239,0,198,0,6,1986
34635,0,194,0,6,1946
10462,1,183,1,2,1832
34542,1,185,1,2,1852
146124,0,186,0,6,1866
15237,0,220,0,6,2206
26117,1,185,1,2,1852
63331,0,217,1,7,2177
137199,0,216,0,6,2166
103220,0,196,0,6,1966
84181,1,217,1,2,2172
110610,0,213,1,7,2137
48852,0,213,1,7,2137
79837,0,183,1,9,1839
6240,0,202,0,6,2026
142290,0,203,1,7,2037
106360,0,189,1,9,1899
61893,0,193,1,7,1937
116639,0,214,0,6,2146
50105,0,218,0,6,2186
78955,0,215,1,7,2157
109516,0,184,0,6,1846
82051,0,204,0,6,2046
135614,1,218,0,8,2188
120870,0,196,0,6,1966
40621,1,192,0,8,1928
38592,1,189,1,2,1892
34295,0,201,1,7,2017
23843,1,198,0,8,1988
121704,0,200,0,6,2006
104846,0,198,0,6,1986
132819,1,188,0,8,1888
71868,0,188,0,6,1886
130061,0,193,1,7,1937
142912,0,185,1,9,1859
91000,0,217,1,7,2177
19071,1,202,0,8,2028
10272,0,204,0,6,2046
120768,0,186,0,6,1866
122265,0,216,0,6,2166
88335,0,191,1,9,1919
113305,0,202,0,6,2026
50957,0,183,1,9,1839
8462,0,184,0,6,1846
37323,0,183,1,9,1839
5916,0,210,0,6,2106
115673,0,198,0,6,1986
115203,1,191,1,2,1912
138961,0,191,1,9,1919
97860,1,181,1,2,1812
6295,1,208,0,8,2088
28450,1,218,0,8,2188
81248,0,204,0,6,2046
22640,1,198,0,8,1988
73456,0,187,1,9,1879
125360,1,204,0,8,2048
143589,0,213,1,7,2137
55394,1,185,1,2,1852
123176,0,186,0,6,1866
33751,0,186,0,6,1866
66162,0,219,1,7,2197
34988,0,190,0,6,1906
24451,0,219,1,7,2197
82800,0,199,1,7,1997
59354,0,180,0,6,1806
87813,0,219,1,7,2197
8565,1,194,0,8,1948
66343,0,197,1,7,1977
131298,0,197,1,7,1977
74480,0,209,1,7,2097
38512,1,181,1,2,1812
145137,0,207,1,7,2077
95215,0,197,1,7,1977
57707,1,216,0,8,2168
61226,0,207,1,7,2077
101191,0,193,1,7,1937
3439,0,203,1,7,2037
18049,1,180,0,8,1808
42159,0,185,1,9,1859
137377,0,193,1,7,1937
48468,1,214,0,8,2148
100892,0,204,0,6,2046
39629,0,213,1,7,2137
136216,1,198,0,8,1988
38057,0,216,0,6,2166
113669,0,198,0,6,1986
73495,1,191,1,2,1912
1980,1,217,1,2,2172
97409,0,216,0,6,2166
8435,0,181,1,9,1819
39958,0,205,1,7,2057
142351,0,210,0,6,2106
46303,1,198,0,8,1988
74593,0,180,0,6,1806
52772,0,204,0,6,2046
105062,0,180,0,6,1806
104143,1,208,0,8,2088
135385,0,195,1,7,1957
61374,0,182,0,6,1826
86328,0,191,1,9,1919
19598,0,215,1,7,2157
57755,0,181,1,9,1819
5857,0,204,0,6,2046
57920,1,197,1,2,1972
32229,0,194,0,6,1946
36236,0,194,0,6,1946
125278,0,196,0,6,1966
133341,0,200,0,6,2006
73050,1,186,0,8,1868
77173,0,198,0,6,1986
134802,0,186,0,6,1866
19863,0,201,1,7,2017
31778,0,189,1,9,1899
48022,0,210,0,6,2106
25067,0,200,0,6,2006
45247,0,213,1,7,2137
71379,0,180,0,6,1806
85724,0,211,1,7,2117
2488,0,188,0,6,1886
12143,0,191,1,9,1919
92746,0,191,1,9,1919
78218,0,182,0,6,1826
68233,0,186,0,6,1866
127430,0,211,1,7,2117
27719,0,185,1,9,1859
12104,0,187,1,9,1879
37559,0,206,0,6,2066
63278,0,212,0,6,2126
14990,0,195,1,7,1957
130875,0,194,0,6,1946
59772,0,182,0,6,1826
99594,0,194,0,6,1946
57877,0,193,1,7,1937
101506,0,185,1,9,1859
74332,0,194,0,6,1946
125789,1,207,1,2,2072
89556,0,193,1,7,1937
50484,0,215,1,7,2157
7716,0,189,1,9,1899
64908,0,214,0,6,2146
109438,0,216,0,6,2166
23840,0,198,0,6,1986
108850,0,197,1,7,1977
19072,0,202,0,6,2026
121331,0,202,0,6,2026
105047,0,218,0,6,2186
46276,0,196,0,6,1966
119317,1,202,0,8,2028
53888,0,195,1,7,1957
54687,0,195,1,7,1957
43733,1,182,0,8,1828
107018,1,215,1,2,2152
141040,1,199,1,2,1992
100099,0,205,1,7,2057
103041,0,218,0,6,2186
94985,0,214,0,6,2146
142603,0,195,1,7,1957
26102,0,183,1,9,1839
43752,0,184,0,6,1846
29908,0,203,1,7,2037
112827,0,194,0,6,1946
41090,1,198,0,8,1988
6343,1,212,0,8,2128
2303,0,209,1,7,2097
130899,0,197,1,7,1977
60898,0,214,0,6,2146
3644,0,183,1,9,1839
103949,0,189,1,9,1899
117865,1,217,1,2,2172
137538,0,209,1,7,2097
83154,0,194,0,6,1946
132201,1,207,1,2,2072
56369,0,202,0,6,2026
137456,0,201,1,7,2017
56880,0,213,1,7,2137
127952,0,183,1,9,1839
64262,0,190,0,6,1906
142590,0,193,1,7,1937
96721,1,188,0,8,1888
111054,0,217,1,7,2177
74220,0,183,1,9,1839
145550,0,209,1,7,2097
46870,0,215,1,7,2157
144383,0,212,0,6,2126
74511,0,212,0,6,2126
117735,0,204,0,6,2046
62343,1,198,0,8,1988
7897,0,207,1,7,2077
134123,0,198,0,6,1986
79325,1,212,0,8,2128
55046,0,190,0,6,1906
140683,1,203,1,2,2032
20025,1,217,1,2,2172
51745,1,181,1,2,1812
9222,0,220,0,6,2206
12484,0,185,1,9,1859
70247,1,187,1,2,1872
100517,0,206,0,6,2066
3710,0,190,0,6,1906
143689,0,183,1,9,1839
111669,0,199,1,7,1997
4542,0,193,1,7,1937
5801,0,198,0,6,1986
14861,1,182,0,8,1828
76659,1,186,0,8,1868
106832,0,196,0,6,1966
115820,1,213,1,2,2132
25270,0,180,0,6,1806
17122,1,208,0,8,2088
42076,1,217,1,2,2172
130369,1,184,0,8,1848
320,1,212,0,8,2128
68279,0,190,0,6,1906
112178,0,209,1,7,2097
80758,0,195,1,7,1957
87906,0,188,0,6,1886
58183,0,183,1,9,1839
126879,0,196,0,6,1966
73744,0,216,0,6,2166
98693,0,184,0,6,1846
43675,0,216,0,6,2166
52113,1,218,0,8,2188
131975,0,184,0,6,1846
119371,0,207,1,7,2077
141963,0,211,1,7,2117
92950,0,211,1,7,2117
94991,0,215,1,7,2157
112538,0,205,1,7,2057
11898,0,206,0,6,2066
16214,0,197,1,7,1977
102866,0,201,1,7,2017
87274,0,205,1,7,2057
107928,0,185,1,9,1859
124232,0,212,0,6,2126
65617,0,205,1,7,2057
106741,0,187,1,9,1879
109318,0,204,0,6,2046
34693,0,200,0,6,2006
104558,0,209,1,7,2097
73277,0,209,1,7,2097
9599,1,217,1,2,2172
141471,0,202,0,6,2026
26312,0,204,0,6,2046
49592,0,206,0,6,2066
98109,0,206,0,6,2066
40503,0,180,0,6,1806
48113,0,219,1,7,2197
13220,1,218,0,8,2188
140331,0,208,0,6,2086
45844,0,193,1,7,1937
8091,0,187,1,9,1879
107856,1,218,0,8,2188
5802,1,198,0,8,1988
83209,0,200,0,6,2006
53783,0,184,0,6,1846
62595,0,183,1,9,1839
124106,0,199,1,7,1997
16627,0,198,0,6,1986
110822,0,194,0,6,1946
130692,0,216,0,6,2166
58702,1,195,1,2,1952
96448,1,200,0,8,2008
114595,0,211,1,7,2117
132258,0,212,0,6,2126
45958,1,204,0,8,2048
139672,0,182,0,6,1826
144539,0,188,0,6,1886
94393,0,195,1,7,1957
64774,0,201,1,7,2017
137755,0,191,1,9,1919
44859,1,214,0,8,2148
14401,0,216,0,6,2166
33449,0,196,0,6,1966
98138,0,209,1,7,2097
15459,0,202,0,6,2026
143124,0,207,1,7,2077
8971,0,194,0,6,1946
25162,0,210,0,6,2106
117524,0,183,1,9,1839
24487,0,182,0,6,1826
62116,0,216,0,6,2166
117794,0,210,0,6,2106
122260,1,215,1,2,2152
36496,0,180,0,6,1806
53633,0,210,0,6,2106
145421,0,196,0,6,1966
19641,0,219,1,7,2197
34442,0,215,1,7,2157
96812,0,197,1,7,1977
72065,0,208,0,6,2086
119923,1,182,0,8,1828
110420,0,194,0,6,1946
128910,0,198,0,6,1986
26896,0,182,0,6,1826
125271,0,195,1,7,1957
113933,0,184,0,6,1846
126234,1,212,0,8,2128
110317,0,184,0,6,1846
26190,0,192,0,6,1926
139481,0,203,1,7,2037
32007,1,212,0,8,2128
112057,0,197,1,7,1977
825,0,182,0,6,1826
30533,0,185,1,9,1859
83341,0,213,1,7,2137
66242,0,187,1,9,1879
74735,0,194,0,6,1946
76587,0,219,1,7,2197
62487,1,213,1,2,2132
4727,1,211,1,2,2112
121353,0,205,1,7,2057
69718,0,214,0,6,2146
25049,0,198,0,6,1986
55297,1,216,0,8,2168
95732,0,209,1,7,2097
142146,0,189,1,9,1899
98516,0,207,1,7,2077
89240,0,201,1,7,2017
94321,0,188,0,6,1886
20501,0,185,1,9,1859
117978,1,188,0,8,1888
39847,1,194,0,8,1948
6036,0,182,0,6,1826
18648,0,200,0,6,2006
64382,0,202,0,6,2026
13558,0,212,0,6,2126
15733,0,189,1,9,1899
9567,1,214,0,8,2148
105245,0,198,0,6,1986
121203,0,190,0,6,1906
1630,0,182,0,6,1826
26487,0,182,0,6,1826
74701,0,191,1,9,1919
41064,0,196,0,6,1966
136171,0,193,1,7,1937
97519,1,187,1,2,1872
21929,0,207,1,7,2077
5754,1,194,0,8,1948
44277,0,196,0,6,1966
109988,0,191,1,9,1919
43585,0,207,1,7,2077
127749,0,203,1,7,2037
79598,1,200,0,8,2008
70029,0,205,1,7,2057
82740,0,193,1,7,1937
21999,0,214,0,6,2146
88428,1,200,0,8,2008
46160,0,184,0,6,1846
98979,0,213,1,7,2137
26798,1,213,1,2,2132
25800,1,193,1,2,1932
33238,1,215,1,2,2152
126949,0,203,1,7,2037
92200,0,217,1,7,2177
4376,0,216,0,6,2166
139621,0,217,1,7,2177
34819,0,213,1,7,2137
82772,0,196,0,6,1966
42685,0,197,1,7,1977
22410,0,215,1,7,2157
65749,0,218,0,6,2186
104791,0,193,1,7,1937
138054,0,181,1,9,1819
107488,1,182,0,8,1828
43463,0,195,1,7,1957
97417,0,217,1,7,2177
80261,0,186,0,6,1866
2210,0,200,0,6,2006
92301,0,187,1,9,1879
105269,0,200,0,6,2006
84714,0,190,0,6,1906
96457,0,201,1,7,2017
87094,0,187,1,9,1879
91011,0,218,0,6,2186
132909,0,197,1,7,1977
36481,0,219,1,7,2197
119400,0,210,0,6,2106
134386,0,185,1,9,1859
86210,1,219,1,2,2192
15269,0,183,1,9,1839
87472,0,185,1,9,1859
13989,0,215,1,7,2157
29096,1,202,0,8,2028
91831,0,180,0,6,1806
124440,0,193,1,7,1937
49140,0,201,1,7,2017
63570,1,201,1,2,2012
49231,0,210,0,6,2106
131925,0,219,1,7,2197
137836,1,199,1,2,1992
115158,0,187,1,9,1879
5640,0,182,0,6,1826
97252,0,201,1,7,2017
25885,0,202,0,6,2026
70058,1,208,0,8,2088
24431,0,217,1,7,2177
1558,0,215,1,7,2157
63473,0,191,1,9,1919
107407,1,214,0,8,2148
130348,0,182,0,6,1826
97242,1,200,0,8,2008
111633,0,195,1,7,1957
142779,0,212,0,6,2126
52934,0,180,0,6,1806
80032,0,203,1,7,2037
105660,0,199,1,7,1997
77488,0,189,1,9,1899
91440,1,181,1,2,1812
54284,0,194,0,6,1946
35445,0,195,1,7,1957
129980,1,185,1,2,1852
76013,1,202,0,8,2028
99743,0,209,1,7,2097
49406,0,188,0,6,1886
47853,0,193,1,7,1937
58520,0,217,1,7,2177
100559,0,210,0,6,2106
22436,0,218,0,6,2186
35132,0,204,0,6,2046
111176,0,189,1,9,1899
13425,1,199,1,2,1992
77101,0,190,0,6,1906
55151,0,201,1,7,2017
74595,0,180,0,6,1806
12626,0,199,1,7,1997
47299,0,218,0,6,2186
77633,1,204,0,8,2048
5154,0,214,0,6,2146
29248,1,217,1,2,2172
28351,0,208,0,6,2086
138502,1,186,0,8,1868
3353,0,194,0,6,1946
33164,0,208,0,6,2086
75883,0,189,1,9,1899
30229,0,195,1,7,1957
124636,0,212,0,6,2126
66455,0,209,1,7,2097
57335,0,219,1,7,2197
32305,0,202,0,6,2026
89726,0,210,0,6,2106
99227,1,198,0,8,1988
37852,0,195,1,7,1957
86870,0,205,1,7,2057
136010,0,217,1,7,2177
16208,1,196,0,8,1968
49242,1,212,0,8,2128
92951,1,212,0,8,2128
83658,0,205,1,7,2057
113257,0,197,1,7,1977
50030,0,210,0,6,2106
143821,0,196,0,6,1966
86833,0,201,1,7,2017
109975,0,190,0,6,1906
31597,0,211,1,7,2117
64483,0,212,0,6,2126
41571,1,206,0,8,2068
26256,0,199,1,7,1997
19055,1,200,0,8,2008
18973,0,192,0,6,1926
27966,0,209,1,7,2097
105190,1,192,0,8,1928
22987,0,193,1,7,1937
107656,1,198,0,8,1988
131630,0,190,0,6,1906
105095,0,183,1,9,1839
108508,0,203,1,7,2037
38443,1,214,0,8,2148
82532,0,212,0,6,2126
96937,1,209,1,2,2092
134563,1,202,0,8,2028
78853,0,205,1,7,2057
31629,0,215,1,7,2157
12782,0,215,1,7,2157
68793,0,202,0,6,2026
124579,0,206,0,6,2066
86787,0,197,1,7,1977
27454,0,198,0,6,1986
84120,0,211,1,7,2117
135569,0,213,1,7,2137
17611,1,216,0,8,2168
6753,0,213,1,7,2137
92657,0,182,0,6,1826
20345,0,209,1,7,2097
126557,0,204,0,6,2046
89345,0,212,0,6,2126
10315,0,209,1,7,2097
120721,1,182,0,8,1828
130241,0,211,1,7,2117
99052,0,180,0,6,1806
106286,0,182,0,6,1826
63159,0,200,0,6,2006
28914,0,184,0,6,1846
2320,0,211,1,7,2117
110014,1,194,0,8,1948
67458,0,189,1,9,1899
45704,0,219,1,7,2197
111845,0,216,0,6,2166
100689,0,183,1,9,1839
85287,0,207,1,7,2077
29517,1,204,0,8,2048
121786,0,208,0,6,2086
91522,0,189,1,9,1899
123582,0,187,1,9,1879
14965,1,192,0,8,1928
49688,0,216,0,6,2166
101548,0,189,1,9,1899
17432,0,198,0,6,1986
75095,1,190,0,8,1908
99298,0,205,1,7,2057
3960,0,215,1,7,2157
134241,0,210,0,6,2106
145246,1,218,0,8,2188
77698,0,210,0,6,2106
90002,0,197,1,7,1977
24832,0,217,1,7,2177
52975,0,184,0,6,1846
28329,0,205,1,7,2057
24302,0,204,0,6,2046
126609,0,209,1,7,2097
56283,0,194,0,6,1946
133359,0,202,0,6,2026
132529,0,199,1,7,1997
95486,1,184,0,8,1848
84948,0,213,1,7,2137
22975,0,191,1,9,1919
115104,0,181,1,9,1819
131221,0,189,1,9,1899
18832,0,218,0,6,2186
24468,0,180,0,6,1806
144876,0,181,1,9,1819
38961,1,186,0,8,1868
46044,0,213,1,7,2137
59522,0,197,1,7,1977
29644,0,217,1,7,2177
75040,0,185,1,9,1859
1639,0,183,1,9,1839
97716,0,207,1,7,2077
102221,0,216,0,6,2166
119145,1,184,0,8,1848
42768,0,206,0,6,2066
145136,0,207,1,7,2077
108986,0,211,1,7,2117
134147,0,201,1,7,2017
100287,0,183,1,9,1839
53624,0,209,1,7,2097
32041,0,216,0,6,2166
122835,0,192,0,6,1926
48632,0,191,1,9,1919
51619,0,209,1,7,2097
109209,0,193,1,7,1937
129352,0,203,1,7,2037
48755,0,203,1,7,2037
63496,0,193,1,7,1937
49887,0,196,0,6,1966
80434,0,203,1,7,2037
130195,0,207,1,7,2077
133062,0,213,1,7,2137
127164,0,184,0,6,1846
73483,0,190,0,6,1906
2092,0,188,0,6,1886
21412,0,195,1,7,1957
105561,0,189,1,9,1899
91681,0,205,1,7,2057
125640,0,192,0,6,1926
126855,0,193,1,7,1937
93970,1,193,1,2,1932
34308,0,202,0,6,2026
5440,0,202,0,6,2026
8486,0,186,0,6,1866
54786,0,205,1,7,2057
126995,0,207,1,7,2077
19553,0,210,0,6,2106
73950,0,196,0,6,1966
86395,1,198,0,8,1988
11994,0,216,0,6,2166
27780,0,191,1,9,1919
86454,0,203,1,7,2037
116730,0,183,1,9,1839
118796,0,190,0,6,1906
40453,0,215,1,7,2157
115032,0,214,0,6,2146
65009,0,184,0,6,1846
57463,1,192,0,8,1928
89396,0,217,1,7,2177
67130,0,196,0,6,1966
79234,0,203,1,7,2037
125708,0,199,1,7,1997
115204,0,191,1,9,1919
81715,1,211,1,2,2112
49551,1,202,0,8,2028
96593,0,215,1,7,2157
117521,1,182,0,8,1828
17504,0,206,0,6,2066
133469,0,213,1,7,2137
136753,1,211,1,2,2112
20765,0,211,1,7,2117
67768,0,220,0,6,2206
70540,0,216,0,6,2166
109017,0,214,0,6,2146
131381,0,205,1,7,2057
25031,0,196,0,6,1966
128226,0,210,0,6,2106
42513,0,180,0,6,1806
96564,1,212,0,8,2128
81368,0,216,0,6,2166
98458,0,201,1,7,2017
132290,0,216,0,6,2166
23294,1,183,1,2,1832
69938,1,196,0,8,1968
839,0,183,1,9,1839
12917,0,188,0,6,1886
118179,0,208,0,6,2086
70949,0,217,1,7,2177
16127,0,188,0,6,1886
112046,0,196,0,6,1966
117194,0,190,0,6,1906
101563,0,191,1,9,1919
131002,1,207,1,2,2072
136914,1,187,1,2,1872
62180,0,182,0,6,1826
135235,0,180,0,6,1806
117370,0,207,1,7,2077
105444,0,218,0,6,2186
72575,0,219,1,7,2197
141629,1,218,0,8,2188
53077,0,194,0,6,1946
10007,0,218,0,6,2186
78312,0,191,1,9,1919
57953,0,200,0,6,2006
128526,0,200,0,6,2006
118731,0,183,1,9,1839
747,0,214,0,6,2146
131904,1,217,1,2,2172
90591,0,216,0,6,2166
102768,1,191,1,2,1912
2301,1,209,1,2,2092
58399,0,205,1,7,2057
114406,0,192,0,6,1926
25882,0,201,1,7,2017
133750,0,201,1,7,2017
14585,0,194,0,6,1946
95260,0,202,0,6,2026
92840,0,200,0,6,2006
95256,0,201,1,7,2017
34846,1,216,0,8,2168
103467,0,180,0,6,1806
103599,0,194,0,6,1946
9531,1,210,0,8,2108
113654,0,197,1,7,1977
125452,1,214,0,8,2148
38898,0,180,0,6,1806
115974,0,188,0,6,1886
65024,0,186,0,6,1866
55276,0,213,1,7,2137
63913,0,195,1,7,1957
117628,0,193,1,7,1937
108717,0,184,0,6,1846
93823,0,219,1,7,2197
40613,1,191,1,2,1912
30433,0,215,1,7,2157
97673,0,203,1,7,2037
113770,0,208,0,6,2086
95443,0,180,0,6,1806
85110,0,189,1,9,1899
123593,0,188,0,6,1886
119806,1,210,0,8,2108
111272,0,199,1,7,1997
127650,1,193,1,2,1932
